8.4804440760591834e-02,1.1003221505765355e-01,1.0000000000000001e-01
9.5854674508248749e-02,8.8399696718270096e-02,9.6025630171941712e-02
8.3270820489922598e-02,8.7757047649114100e-02,1.0476049547584657e-01
1.0258250672258773e-01,9.6213211772337104e-02,1.2093610329748467e-01
1.0525096892167249e-01,1.1236443844559087e-01,1.0727297224278852e-01
1.0656252754028205e-01,1.1350357476175477e-01,1.1442827430322397e-01
1.0567867302629080e-01,1.1902372678740812e-01,1.0463131992785014e-01
1.1286423092340463e-01,1.1768878693480381e-01,1.2127927800800796e-01
1.1286423092340463e-01,1.3173982150232968e-01,1.1716351723774865e-01
1.0688539005319662e-01,1.2643338953175576e-01,1.1578019500713206e-01
9.3591098217905982e-02,1.3904124190977624e-01,1.1208426731803330e-01
8.9880253178130962e-02,1.2345253218622332e-01,1.1258204071573988e-01
1.0100151491103908e-01,1.1351396528505960e-01,1.1137564336222464e-01
1.0100151491103908e-01,1.1587084358356192e-01,1.1227782235485252e-01
1.0411917789517129e-01,9.7876154711555460e-02,1.2627769663854058e-01
9.1958016403142620e-02,9.7160741810632029e-02,1.2939234119504661e-01
9.4915656336727633e-02,1.0774645058273997e-01,1.2692615877655009e-01
9.5174740679112829e-02,1.0047659396469998e-01,1.3232593164431436e-01
8.6667516335873718e-02,1.1433894477544469e-01,1.4306145849153890e-01
8.6667516335873718e-02,1.1140122180676001e-01,1.5264970718973220e-01
8.3280638336261995e-02,1.0328898128887946e-01,1.4582622726770561e-01
6.6844203442647757e-02,1.0297689685492027e-01,1.1834512211857173e-01
8.0446600996497600e-02,1.0547289580080881e-01,1.3657590035063061e-01
9.3641279042284892e-02,1.0406534683587147e-01,1.4493818655195756e-01
7.7185368196117196e-02,1.1140625362306771e-01,1.1927398530511031e-01
6.8408588012324523e-02,9.7486346718004158e-02,1.2150120186950000e-01
7.2023882294447963e-02,9.0329009057784806e-02,1.1979519580988643e-01
7.2988088081715252e-02,9.2387051048106919e-02,1.0457092706965891e-01
7.5992690941815072e-02,9.7476938546709677e-02,1.1363516153016859e-01
6.2396091870767438e-02,1.0738141152128523e-01,1.0819875691230071e-01
6.8126896616870949e-02,9.6773385104713297e-02,1.0816042666343927e-01
5.3177156924503179e-02,9.4146112725657302e-02,1.0504121723871046e-01
4.8759788271696226e-02,1.0133309739296301e-01,9.9408043085563821e-02
5.4271754642466051e-02,1.0671133779016867e-01,1.0786403607093432e-01
5.4894051122767934e-02,9.0333585592823992e-02,8.9903577551221511e-02
5.8423336820496989e-02,9.2874592150485533e-02,8.9903577551221511e-02
6.1573301372183656e-02,8.9189534332622264e-02,8.1267505333791651e-02
6.1573301372183656e-02,8.6746561726839116e-02,6.5918843558338547e-02
5.5472200946950267e-02,9.1760179403022113e-02,5.8810106333567494e-02
5.9003360364325609e-02,8.5167401034618118e-02,4.9080440176300602e-02
5.8835766629806989e-02,8.9308443763880113e-02,4.6589004876620099e-02
5.6775447334097735e-02,7.4218585832518225e-02,4.5523086442648346e-02
4.9494389059071199e-02,8.2470235057494665e-02,4.5674223786586289e-02
4.5710689461951136e-02,8.5240551940954881e-02,5.8932387735765070e-02
4.0973030770905867e-02,8.5719162573637611e-02,5.7793485870513625e-02
5.2071867948310396e-02,7.6618342899434311e-02,5.0187202158312107e-02
5.0503003516807560e-02,8.3672162840302516e-02,5.7409035759465869e-02
4.2330706638317672e-02,8.4284670568048101e-02,5.1222809560801247e-02
4.8414963390387575e-02,8.1107860565775250e-02,5.0929936107393610e-02
4.6755182193250297e-02,7.1605836191101488e-02,4.1978027513799504e-02
5.1109266049673661e-02,7.6997546617372403e-02,4.9195394127557295e-02
4.7025747952801025e-02,6.8497648749854687e-02,4.6972639270945200e-02
4.6991592718663003e-02,7.7907377312223219e-02,4.7718609009956600e-02
3.7579200133715754e-02,9.5531720175390217e-02,4.3097797681794905e-02
4.1590208786190505e-02,8.3478941695382280e-02,3.9053836176186997e-02
4.2864317649472877e-02,8.8522059475201614e-02,4.0892676541262524e-02
3.9235530887207770e-02,9.6569562325839881e-02,4.2133948447404167e-02
