9.5989898851795999e-02,1.1302649432719653e-01,1.0000000000000001e-01
9.5989898851795999e-02,1.1302649432719653e-01,1.0000000000000001e-01
9.8849579520646047e-02,1.1302649432719653e-01,1.0000000000000001e-01
9.8849579520646047e-02,1.2781192282191312e-01,1.0000000000000001e-01
9.8849579520646047e-02,1.2781192282191312e-01,1.0322845735539406e-01
1.0551863406243994e-01,1.1734245161119550e-01,1.0322845735539406e-01
1.0551863406243994e-01,1.1734245161119550e-01,1.0629280909246222e-01
1.0551863406243994e-01,1.2453895786926181e-01,1.0629280909246222e-01
9.2215136113170448e-02,1.4102104482996725e-01,1.0629280909246222e-01
9.2215136113170448e-02,1.4102104482996725e-01,1.1002072175129228e-01
9.4862401319773096e-02,1.4102104482996725e-01,1.0665505783526509e-01
9.4862401319773096e-02,1.3820655357550099e-01,1.1017624056313578e-01
1.1884801594370127e-01,1.3820655357550099e-01,1.1017624056313578e-01
1.2096627987830252e-01,1.1851298105062942e-01,1.0173824532044901e-01
1.0674247988948292e-01,1.1851298105062942e-01,1.0173824532044901e-01
1.0674247988948292e-01,1.2722120900299458e-01,1.0173824532044901e-01
1.0218783427962712e-01,1.3447848045642014e-01,9.9536272063078621e-02
1.0218783427962712e-01,1.3447848045642014e-01,9.9536272063078621e-02
9.8082749440910694e-02,1.3447848045642014e-01,9.9536272063078621e-02
9.2886140376976414e-02,1.3447848045642014e-01,9.9536272063078621e-02
9.2886140376976414e-02,1.3968669681484100e-01,1.0245788386340567e-01
9.2886140376976414e-02,1.3012898239242690e-01,8.8053356959342521e-02
1.0786085085498348e-01,1.1776413852352051e-01,8.6946368661989432e-02
1.0786085085498348e-01,9.8891296178132831e-02,9.5409454236432420e-02
1.2759274232648424e-01,9.7765813357438419e-02,8.7107646817810649e-02
1.2543455095823944e-01,9.7765813357438419e-02,8.6054888518359518e-02
1.2543455095823944e-01,9.7765813357438419e-02,7.5828628744549750e-02
1.2543455095823944e-01,9.7765813357438419e-02,7.5828628744549750e-02
1.4049045580824934e-01,1.0410609638985012e-01,7.5828628744549750e-02
1.3982306747733519e-01,1.0730410735814341e-01,7.5828628744549750e-02
1.4777276810974335e-01,9.0089737536305184e-02,7.5828628744549750e-02
1.5197135663827177e-01,9.0089737536305184e-02,7.5828628744549750e-02
1.3868643030327057e-01,9.0089737536305184e-02,7.5828628744549750e-02
1.4323625419029837e-01,9.0089737536305184e-02,7.5828628744549750e-02
1.6270893692026225e-01,8.4940242139119396e-02,7.9402731087039408e-02
1.6270893692026225e-01,8.4940242139119396e-02,7.9402731087039408e-02
1.5953002793911125e-01,8.4940242139119396e-02,7.9402731087039408e-02
1.5617994728327389e-01,8.4940242139119396e-02,7.1918002674789303e-02
1.6122838996750941e-01,8.4940242139119396e-02,7.1918002674789303e-02
1.3438557867905471e-01,8.4940242139119396e-02,7.1918002674789303e-02
1.3438557867905471e-01,6.4983881392215892e-02,7.1918002674789303e-02
1.3438557867905471e-01,5.8578065565094123e-02,7.1918002674789303e-02
1.3438557867905471e-01,5.8578065565094123e-02,6.0124251079884422e-02
1.3438557867905471e-01,5.8578065565094123e-02,6.5145664417899526e-02
1.3438557867905471e-01,5.8578065565094123e-02,6.0640849107951027e-02
1.2868141125691826e-01,5.8578065565094123e-02,6.5667884789310751e-02
1.2868141125691826e-01,7.3056030494540666e-02,7.2469425656622635e-02
1.2734828537695342e-01,7.3056030494540666e-02,7.2469425656622635e-02
1.2734828537695342e-01,6.1938651858580857e-02,7.2469425656622635e-02
1.1936397760988890e-01,5.7522577323372279e-02,6.9649087624124417e-02
1.1936397760988890e-01,5.7522577323372279e-02,8.2638809970686261e-02
1.1453998328332989e-01,5.0117380620229877e-02,8.2638809970686261e-02
1.1453998328332989e-01,4.4218290896923862e-02,8.2638809970686261e-02
1.1453998328332989e-01,4.8255800900870012e-02,7.8912736457527416e-02
1.1453998328332989e-01,4.2390976196803161e-02,7.8912736457527416e-02
1.1453998328332989e-01,4.2390976196803161e-02,7.8912736457527416e-02
1.2729762478040735e-01,4.5186592353178311e-02,7.8115754739637056e-02
1.2729762478040735e-01,4.5186592353178311e-02,6.9998708066664334e-02
1.2729762478040735e-01,4.5716436345448808e-02,6.9998708066664334e-02
1.3008962473339750e-01,4.5716436345448808e-02,7.8447516225806257e-02
1.3150862572110361e-01,4.5716436345448808e-02,7.8447516225806257e-02
1.2532414643942871e-01,4.4344105514782413e-02,7.2486692828773069e-02
1.1540350581727060e-01,4.2224679351071326e-02,8.9571369240239326e-02
1.0316714749155055e-01,5.1498895081007343e-02,1.0715737079891656e-01
1.0316714749155055e-01,5.1498895081007343e-02,1.0715737079891656e-01
1.0324735178113083e-01,4.7239343771920073e-02,1.1091434535551817e-01
1.0324735178113083e-01,3.8533776883319000e-02,1.1091434535551817e-01
1.0324735178113083e-01,3.8533776883319000e-02,9.4937115032337649e-02
1.2156888501099189e-01,3.8533776883319000e-02,1.0655768585090378e-01
1.4883806207808228e-01,3.2264511525378396e-02,1.2088024386539999e-01
